day,frequency,concentration,type,sample,holder,location,repeat,track_id,reference_id,distance(um),Cov_Sum,a_(um),phi_(rad),c,d,G_abs,radius_(m),r2,rmse,inv.rmse,shift_(s),a_error,phi_error,c_error,d_error,x,y,phi_(deg),tan_phi
220216,0.05,0.45/2,GrowDex-Collagen,1,2,3,3.0,0,2.8,209.22618045899043,0.0001900025934031,0.0802031821495965,0.2131048156701513,-152.48136167543353,0.00027358327423,108.36633318954968,1.205073011779295e-05,0.7075941195457609,0.0228525309109358,47.283063800068994,2.0155769230769227,0.0008741789284371,0.0117502061593787,0.0012012689061518,6.870073852098963e-05,35.57145287237145,248.78605479892627,12.210006531813043,0.2166817919143517
220216,0.05,0.45/2,GrowDex-Collagen,1,2,3,3.0,1,3.0,187.87848488417183,3.08314951426926e-05,0.1258722224627408,0.294821649128794,-141.50533154569908,-0.0026203239221566,86.35134130918641,1.3734215842459163e-05,0.956078719617117,0.0174206795545408,58.888523747902,2.0155769230769227,0.0006654090855499,0.0052033103666185,0.0009157331774127,5.2370910074188686e-05,149.48513675795408,280.99810436774453,16.892036204166697,0.3038702825905407
220216,0.05,0.45/2,GrowDex-Collagen,1,3,1,1.0,0,7.5,192.99093185367155,0.0341765411101713,0.0726679677080869,0.754057294433139,-148.4017001034327,-0.0083203060829782,177.55945743731397,1.163581116994222e-05,-0.6144233438872746,0.1079258914051834,17.624976655918,1.6142307692307722,0.0040269159342715,0.1350080372154871,0.0056732468375405,0.000324453820429,90.74902970244209,61.87945266177925,43.204300482072526,1.1214235164151796
220216,0.05,0.45/2,GrowDex-Collagen,1,3,1,1.0,1,3.5,125.52076160838922,0.0006226378970523,0.0750913198394154,0.7452992305255015,73.44589197402625,0.0033687297127033,132.74190479668715,1.1611972536359514e-05,0.599543275896302,0.0338962428546921,29.509606343854152,1.6142307692307722,0.0012754094221981,0.0221175719801727,0.00178179104994,0.0001019008831187,341.76358061956427,159.0109952960385,42.70250038345904,0.9270599448245782
220216,0.05,0.45/2,GrowDex-Collagen,1,3,1,1.0,2,5.0,131.68951210005392,0.0054365494934409,0.0948932262845208,0.7235846947910518,48.76383817073345,0.0079193274301341,46.18642811354206,7.666666666666667e-06,-0.2372204780159314,0.0978149746534083,21.64235966680129,1.614230769230772,0.0036816667578861,0.0490472167478809,0.0051417501095006,0.0002940574167058,289.0340078325967,225.8926447021443,41.45834913178906,-24.981809368767117
220216,0.05,0.45/2,GrowDex-Collagen,1,3,1,1.0,3,3.8,182.1215686400323,0.0010305332526931,0.1172262516952701,0.487428988857009,151.42071632567144,0.0117570980647028,44.28480445040064,8.214285714285714e-06,0.3723440035478739,0.0812092085025137,18.72451423910469,1.614230769230772,0.0030954838061363,0.0271679161848011,0.0042688504980334,0.0002441361659203,425.0831434119984,357.9713497508336,27.92762387383585,0.5579744406751986
220216,0.05,0.45/2,GrowDex-Collagen,1,3,1,2.0,0,9.5,198.90741864169289,0.0004565503346038,0.0728294940791016,0.2673633659369816,-161.69348789071566,-0.0024969516567284,119.35078236314284,1.163581116994222e-05,0.4525526456818034,0.0411974087534248,28.528834172111857,2.259855769230772,0.0015730870810967,0.0207294494201366,0.0021655855945179,0.0001238501474944,92.04001254848278,61.02254393450493,15.318792464600843,0.2764022835313601
220216,0.05,0.45/2,GrowDex-Collagen,1,3,1,2.0,1,4.0,146.88827815944032,0.0006833943839337,0.0579997215428039,0.7300041830780424,21.438737412155252,0.0032605957806744,158.5160732518034,1.1611972536359514e-05,0.3914999213540193,0.0389712454192378,31.500528163254124,2.259855769230772,0.0014649494734021,0.0253246835006889,0.0020485659045981,0.0001171577747159,343.9234530184072,158.1920964207108,41.8261587172673,0.9519246340005936
220216,0.05,0.45/2,GrowDex-Collagen,1,3,1,2.0,2,5.5,150.76404395362587,0.0012282680920297,0.0437761194016291,0.7635094754330519,15.717073617964784,-0.0003636775166554,99.48031486728672,7.666666666666667e-06,-0.0107661260269908,0.0343298111000882,34.016087528964015,2.259855769230772,0.0012891259021331,0.0329276307659054,0.0018045828704904,0.0001032043478503,291.0085753256512,225.0569638715037,43.745870560561286,1.2355387404876803
220216,0.05,0.45/2,GrowDex-Collagen,1,3,1,2.0,3,6.0,190.48248507638635,0.0005291935710947,0.0560168661169052,0.74375654452495,151.12502344957363,0.0002078644496969,69.04747925757488,8.214285714285714e-06,0.3752076185389228,0.0330241564758161,32.02513450862686,2.259855769230772,0.0012428593076555,0.0221311890199822,0.0017359474443462,9.927907912436492e-05,426.8333420863751,356.4946362611008,42.61411098651353,0.9795700395932798
220216,0.05,0.45/2,GrowDex-Collagen,1,3,1,3.0,1,4.0,138.8996863296898,0.0010517784660606,0.0314935322069808,0.0791497131311903,111.03658098164055,0.0033093391536731,253.2588249857988,1.1611972536359512e-05,0.0289978595985254,0.0250494080547703,42.65132029787167,2.40125,0.0009597805785936,0.030492967499283,0.0013167457776664,7.530487687203128e-05,343.74603854357383,156.43989537827568,4.5349445120884,0.079893824241893
220216,0.05,0.45/2,GrowDex-Collagen,1,3,1,3.0,2,7.5,160.77498930198587,0.001839520012777,0.0636358445942991,-0.0078539816339744,126.55597560564397,-0.0034638614179187,93.60920003597886,7.666666666666667e-06,-0.2550907434126194,0.0735746559210568,24.479239693808992,2.40125,0.0028202408027569,0.0422437009302386,0.0038675300849519,0.0002211845945681,290.4325983765376,223.3377670914223,-0.4499999999999953,-0.0078541431289835
220216,0.05,0.45/2,GrowDex-Collagen,1,3,1,3.0,3,4.0,174.9058133273845,0.0019662579728787,0.0190773218829648,-0.0038405339995825,135.12635060874504,-0.0010668030940634,226.62963451008488,8.214285714285714e-06,-0.2203072275727107,0.0213465396332937,48.24482890528667,2.40125,0.0008182480618452,0.0436134374757265,0.0011221035112771,6.417325998961317e-05,426.5214360144892,353.9090175435695,-0.220046389252578,-0.0038406147462254
220225,0.05,0.45/2,GrowDex-Collagen,1,1,1,1.0,0,0.5,201.6168949437412,0.0001204891345569,0.6291041891126677,0.4088181245304831,162.65534141341954,0.0079091815583721,27.931061348438064,1.752594853016767e-05,0.9191412303512574,0.1234841851555001,8.378458304136872,2.0543750000000047,0.004703474733812,0.0072315778481502,0.0064910802360723,0.0003712257984707,452.4004097428359,102.92835382047514,23.4235531240504,0.4332735159213176
220225,0.05,0.45/2,GrowDex-Collagen,1,1,1,1.0,1,2.25,121.40545707847232,0.0006291469959741,0.6856289449726484,0.2224772059116636,102.26571411334204,-0.0077705262535006,17.042935157005168,1.3734215842459163e-05,0.5672088398801743,0.1951609780628239,9.927095115681745,2.0543750000000047,0.0074690578716077,0.0125709115348018,0.0102588498114009,0.0005867050718339,311.86339309829884,197.9335366343284,12.747004936601297,0.2275066886866741
220225,0.05,0.45/2,GrowDex-Collagen,1,1,1,1.0,2,2.0,136.13551212684564,0.0007286332389931,0.5159408370756995,0.2265359664112122,114.90808396463822,-0.0060657197663248,17.52091726711717,1.1773809523809524e-05,0.4643554899237815,0.1661783026164079,11.991638763323293,2.0543750000000047,0.006360008283971,0.0141487408763112,0.0087353469833045,0.0004995757293102,341.612939722054,287.0423254175848,12.97955478327984,0.2319996792062102
220225,0.05,0.45/2,GrowDex-Collagen,1,1,1,2.0,0,2.0,220.2352055225392,4.190026488391502e-05,0.6792656578466306,0.1604280227345912,188.34121314307052,0.0005040167100338,26.107432215011958,1.752594853016767e-05,0.9698066644961364,0.0741926764637723,14.093796519309183,1.7725961538461594,0.0028409958504558,0.004156808483626,0.0039000190795159,0.0002230426417445,453.2564571818992,105.69466405573247,9.191848618320895,0.1622210084080782
220225,0.05,0.45/2,GrowDex-Collagen,1,1,1,2.0,1,2.0,129.08198121134566,5.662139462615746e-05,0.7394745655552224,0.2469856992278397,103.0165739751709,-0.0047812351176445,15.129497934394806,1.3734215842459163e-05,0.9645100656659824,0.0888939162243698,12.26647263237806,1.7725961538461594,0.00339791001594,0.0045214813781579,0.0046728091636732,0.0002672386175834,312.50692186805844,200.16906235857323,14.151238165842772,0.2534985359401253
220225,0.05,0.45/2,GrowDex-Collagen,1,1,1,2.0,2,1.75,134.70020052834275,5.9231257651686034e-05,0.4959744071525483,0.221295738782027,102.61185199625687,-0.0049130079129409,17.059385514161733,1.1773809523809524e-05,0.9463956863563322,0.0729274638291797,15.261476768519218,1.7725961538461594,0.0027873727653612,0.0055756490981831,0.0038335144191451,0.0002192392320864,342.22436108123185,289.34187382972794,12.679311856439682,0.2281953631824655
220225,0.05,0.45/2,GrowDex-Collagen,1,1,2,1.0,0,7.4,181.59176624463709,0.0001130618277939,2.108315659890944,0.3595872339104728,-126.86523318221414,0.0040718617388679,10.846071893385435,2.000496678690381e-05,0.9863244578538872,0.1674607031505375,5.98743204787799,1.879086538461543,0.0063869270174183,0.0029389108796307,0.0088027536252686,0.0005034307258204,158.5975841091432,31.31561720585903,20.60283086985361,0.3759497933847042
220225,0.05,0.45/2,GrowDex-Collagen,1,1,2,1.0,1,5.0,154.15789663955684,0.0765525364653333,16.356034327830905,0.3181953891700078,-78.99179956451219,-0.1906636787506697,0.524966073451442,1.2261485735575358e-05,0.8245537275484596,4.671651872474721,0.2140606872683006,1.879086538461543,0.1783612546840501,0.0105579145821775,0.2455704517119485,0.0140442088865137,206.5498858403437,281.61902703815184,18.231252859964197,0.3293883623293699
220225,0.05,0.45/2,GrowDex-Collagen,1,1,2,1.0,2,3.6,107.61380935098036,7.415607473064592e-05,0.2548633288798827,0.2251677311303238,24.168026002278324,-0.0007518641420828,45.36865982887493,1.40344082514445e-05,0.9130029534491106,0.0376534541288756,36.3955521017304,1.879086538461543,0.0014407055392953,0.0060302833361912,0.001979298211894,0.0001131963449675,367.301977343644,374.56357120246014,12.90116067630404,0.2314555272810046
220225,0.05,0.45/2,GrowDex-Collagen,1,1,2,2.0,0,2.0,175.77997919875793,6.069521798570705e-05,1.746284728973423,0.3872313175384521,-175.6280603326753,-0.0091875626656508,13.121360966631244,2.000496678690381e-05,0.9897793654036352,0.119763752693853,8.36316463590935,1.957692307692308,0.0045643859117963,0.0025419269103383,0.0062955086313457,0.0003600410298361,157.96639921300994,26.35264174531444,22.18672019024352,0.4078942759633643
220225,0.05,0.45/2,GrowDex-Collagen,1,1,2,2.0,1,6.428571428571429,181.9145716340459,0.0882335730492895,13.92258334354016,0.5691560419509928,-116.93745382115104,-0.2624769598633335,0.6167214876693861,1.2261485735575358e-05,0.7402712782639067,4.922774929732252,0.2031377798361966,1.957692307692308,0.1865066263883816,0.0131762515256847,0.2587710198804209,0.0147991512466993,228.0612489486964,275.81136542646215,32.610239088162714,0.6397790402056392
220225,0.05,0.45/2,GrowDex-Collagen,1,1,2,2.0,2,7.428571428571429,139.7268539494099,1.6990035892260042e-05,0.2498949999841926,0.2421932477955073,-15.237815036260075,0.001187615375392,46.20267187873389,1.40344082514445e-05,0.9779673289284012,0.0243664558615046,41.895008579833295,1.957692307692308,0.0009316402334571,0.0036697723783065,0.0012808496285379,7.325197165587843e-05,366.4299238783976,370.95243200711167,13.876650925248695,0.2478242640641463
220225,0.05,0.45/2,GrowDex-Collagen,1,1,3,1.0,0,2.0,107.43566586990934,0.0001869410139718,0.2341515147188308,0.1961534075060242,-23.85550283774581,-0.0008986678977925,85.84426817808009,1.751347001393636e-05,0.8052063536108873,0.0694613246166353,32.315954607497005,1.932211538461544,0.0026463031819183,0.0091213650051922,0.0036513103083505,0.0002088189533249,225.58005779280748,220.52251365577015,11.238762387204952,0.2050722615755488
220225,0.05,0.45/2,GrowDex-Collagen,1,1,3,1.0,1,1.75,154.92962926494016,0.0003613864336649,0.1578964510396756,0.23629881727301,136.4674327236167,0.0018220268162773,88.24190475565578,1.3968122164408366e-05,0.5761777825998653,0.0806443648448834,30.43683724688597,1.932211538461544,0.0030609129807839,0.0142133150283395,0.00423915630005,0.0002424379487166,405.1384013972364,167.76465480043152,13.538924933676508,0.2583897202030781
220225,0.05,0.45/2,GrowDex-Collagen,1,1,3,2.0,0,1.5,192.83695939360743,2.794141941342724e-05,0.1781260147220384,0.1133099274182611,-101.61027370662282,0.0013498244506503,100.42158383572892,1.751347001393636e-05,0.9600813662627162,0.0220521922630175,46.880305668527306,1.6991826923076951,0.0008448410552081,0.0047767918120721,0.0011591937374192,6.629445384906247e-05,223.12941518025664,221.44256001760743,6.492180618000052,0.1138789015442792
220225,0.05,0.45/2,GrowDex-Collagen,1,1,3,2.0,1,1.5,136.04956252788753,0.000194313536823,0.0880830800745637,0.0987113704613807,78.2083388830672,0.0041080563124739,138.1727043890276,1.3968122164408366e-05,0.8143786278350118,0.0280682490769622,35.71454529287237,1.6991826923076951,0.0010753289153829,0.0130000185009397,0.0014754367689608,8.438043766648136e-05,402.80638858788353,168.83576972086772,5.655744917389456,0.0993708673734517
220302,0.05,0.45/2,GrowDex-Collagen,1,1,1,1.0,0,3.5,140.36967872894107,3.085467503351521e-05,0.5009330297126988,0.309276200430871,-4.5339343556296665,-0.0032696554182492,24.25835831338494,1.4571289834522066e-05,0.9723433251513668,0.0533785691012506,20.191043171847003,1.769326923076923,0.0020386209655725,0.003994716101513,0.0028059004712138,0.0001604698450591,117.09130375597132,32.97992085945934,17.720220988531043,0.3196728566376277
220302,0.05,0.45/2,GrowDex-Collagen,1,1,1,1.0,1,3.5,130.81191841704916,2.9311237302895143e-05,0.5556946874347535,0.3614635740145167,25.717353526073733,-0.0020382844812012,32.00435639969332,1.7598564420427595e-05,0.9765943660433516,0.0557201102198522,19.035341230665253,1.769326923076923,0.0021251923277879,0.0037413267791343,0.0029289867151627,0.0001675091647501,166.13959872708236,70.47425496934015,20.710337238746465,0.3785292011671261
220302,0.05,0.45/2,GrowDex-Collagen,1,1,1,1.0,2,3.25,116.0815961611409,0.0008436157880209,0.0382067655394609,0.2964167084703422,46.80324076646668,-0.0043573665666207,207.64335306943616,1.1413933163597473e-05,0.7739157467433571,0.0248431308542141,42.20720268128907,1.769326923076923,0.0009482461221231,0.0265348083992834,0.0013059085409805,7.468509215909601e-05,193.3204254637878,237.93991086292505,16.983426372510326,0.3092146413032197
220302,0.05,0.45/2,GrowDex-Collagen,1,1,1,1.0,3,3.6666666666666665,141.58569197359046,0.0008404276770987,0.0363888693806166,0.3442389098524581,40.27247742063449,-0.0033799817967318,230.79232890691196,1.1960344768705822e-05,0.4675796692708994,0.0268964575662951,38.922689162070974,1.769326923076923,0.0010250417426835,0.0279523579500827,0.0014138440472037,8.085794150316853e-05,154.39181062323922,379.0245038823611,19.72343667873026,0.3676220650540124
220302,0.05,0.45/2,GrowDex-Collagen,1,1,1,2.0,0,4.666666666666667,172.0159209394383,0.0009509452946559,0.2814013708637554,0.3296762246114794,-57.03606622924078,0.0042889059964222,44.22844217981916,1.4571289834522066e-05,0.6750039082268396,0.1520886307624813,23.38979768353745,2.402019230769231,0.0057693926899623,0.0184056691768613,0.0079947029034212,0.0004572181899719,117.33985472039906,33.97733964064609,18.88905627604473,0.3608480539240706
220302,0.05,0.45/2,GrowDex-Collagen,1,1,1,2.0,1,4.4,140.1055178567288,0.0003876754707302,0.5497618608212201,0.3070346571615677,-1.3089347470653934,-0.0003631047466349,32.33033054955676,1.7598564420427595e-05,0.7855308327388016,0.1603862628180004,14.33154998234628,2.402019230769231,0.0061165783603044,0.0104649959079653,0.0084308803448744,0.0004821632393731,166.70034176010006,71.08816131645138,17.59179001960401,0.3203412956746609
220302,0.05,0.45/2,GrowDex-Collagen,1,1,1,2.0,2,2.5,147.5593755933551,0.000622566624016,0.0540713657722724,0.8537544327936306,106.8985732699498,0.0068919949600972,184.5933692723549,1.1413933163597473e-05,0.7853627475993035,0.0314182142579511,36.22342778525452,2.402019230769231,0.0011770476298558,0.0242160639178371,0.0016515435469251,9.445200883387444e-05,192.89634644696733,237.5249037501314,48.91652573966053,1.1469895149768994
220302,0.05,0.45/2,GrowDex-Collagen,1,1,1,2.0,3,4.5,171.6546482172687,0.0004474571681952,0.0449473743952025,0.2667728619598165,97.82462704113946,-0.0042546236779843,185.72660760708868,1.1960344768705824e-05,0.4435922413197862,0.023516504615487,43.33499341020033,2.402019230769231,0.0008972969592761,0.0201811160675573,0.0012361661057946,7.069651517587242e-05,154.06310243770224,378.0674109083928,15.284959078923594,0.2843637514407934
220302,0.05,0.45/2,GrowDex-Collagen,1,1,2,1.0,0,4.5,184.8509712416831,0.001666441760116,0.0387603000645454,0.4873641196912116,12.58798186218553,0.0035265231377629,286.54197419426856,1.3688557443164643e-05,-0.0405891914299922,0.0399860355336108,37.60215768491742,2.112259615384617,0.0015210029330719,0.0345892463728523,0.0021019107987019,0.0001202085745564,247.8999427596337,150.6568062035597,27.92390714441512,0.6145493332388888
220302,0.05,0.45/2,GrowDex-Collagen,1,1,2,1.0,1,6.0,106.80833809259516,0.0005991108681869,0.0771771668869175,0.4826006782563071,-12.36984495614313,0.0059682558733289,75.62148975144713,9.860945033892606e-06,0.5388977316922211,0.0422180734136414,37.84468191106996,2.112259615384617,0.001608318092811,0.0192588469753622,0.0022192413378345,0.0001269187260376,146.65726031788213,213.97527367086957,27.65098205423736,0.5433326057777701
220302,0.05,0.45/2,GrowDex-Collagen,1,1,2,1.0,2,1.0,97.64554968062473,0.000109726178442,0.078927543513847,0.4037780655878411,14.45617563498776,0.0003289333474872,125.84920010183993,1.318048318227132e-05,0.8465525850570491,0.0209837994612702,51.14617645965561,2.112259615384617,0.0007996414659147,0.0098737651102144,0.001103037357108,6.308286252413479e-05,508.0627109792534,286.31697404642165,23.134779018139835,0.4297599357802246
220302,0.05,0.45/2,GrowDex-Collagen,1,1,2,2.0,0,6.75,189.0362023883684,0.0005331173365847,0.0378055178222311,0.2887827734750808,-83.25204904515773,0.0039310278118837,304.40496787974604,1.3688557443164643e-05,0.7087380977841193,0.0235319042720797,50.41267108158768,2.0243750000000027,0.0008978911720891,0.0223213217666715,0.0012369849571506,7.074334404174317e-05,246.45822459986084,148.14089631590284,16.546034116204634,0.3035683450806181
220302,0.05,0.45/2,GrowDex-Collagen,1,1,2,2.0,1,6.5,110.48493144589126,0.0022122189321083,0.0386565869186112,0.4753985562772518,-17.53218490464721,-0.0008094433399606,184.8083154509087,9.860945033892606e-06,0.4222191861253038,0.0365040517859599,29.30340337738184,2.0243750000000027,0.0013875384380463,0.0421207829168945,0.001918873933178,0.0001097406715033,144.9323735112516,213.2324657937972,27.238330861299087,0.5226843228381274
220302,0.05,0.45/2,GrowDex-Collagen,1,1,2,2.0,2,4.333333333333333,97.8400350882831,0.000222810277635,0.0666367190025006,0.490909173716519,8.428352554670395,0.0019584508507524,149.95980866462983,1.318048318227132e-05,0.715440690988009,0.0259763226330778,38.59159025067783,2.0243750000000027,0.0009866215683798,0.0145996029025953,0.001365473572645,7.809162690849819e-05,506.631239242685,286.3193036697053,28.1270237782111,0.5402218353393896
220302,0.05,0.45/2,GrowDex-Collagen,1,1,2,2.0,3,7.5,127.12089616849136,0.0007981971950889,0.0383742881259037,0.6665114662840014,-115.6901562296901,-0.0046442411455642,303.64474584268527,1.3688557443164643e-05,0.6259852059639968,0.0289823122642847,38.38078679939145,2.0243750000000027,0.0010945601927578,0.0279675097137213,0.0015234948470184,8.71288832876473e-05,54.99545034536389,247.95017382553408,38.18829401514935,0.7889406395743359
220302,0.05,0.45/2,GrowDex-Collagen,1,2,1,1.0,0,2.5,166.53103566427404,0.0001763897941049,0.0804721521589439,0.1540892495191278,81.16614831054284,-0.0014054979791282,116.00873296560886,1.2351102828979494e-05,0.7433006312311954,0.0265216827438532,39.10141638748088,1.9892307692307687,0.0010152059974173,0.0126957104831286,0.0013941406217208,7.973109922924063e-05,382.2277803404853,192.65145601211177,8.828663665784273,0.1569002846125161
220302,0.05,0.45/2,GrowDex-Collagen,1,2,1,2.0,0,4.0,179.96688003205244,0.0001731610989392,0.0734582323743409,0.2023255263642231,28.0389964267596,-0.0016637355203429,127.62747047782136,1.2351102828979494e-05,0.7790444617822879,0.0248960433253527,46.14630391123338,1.7831730769230767,0.0009518636375961,0.0125308240456027,0.0013086868870242,7.484398837850422e-05,381.8196104656024,190.85795621154648,11.592398748432856,0.2082282711021977
220302,0.05,0.45/2,GrowDex-Collagen,1,2,3,1.0,0,3.0,107.99444194393487,0.0011742587366841,2.667639729785766,0.5113332900512606,-27.40886054709404,-0.0457943073349228,5.697076032723757,1.6312829290117536e-05,0.9123982229426698,0.5452396537895781,1.8340558927614712,2.3830288461538465,0.020699483690408,0.0076004390562426,0.0286611169200758,0.0016391333324662,165.91592809928505,38.64313799331504,29.297239444476,0.5611104758631041
220302,0.05,0.45/2,GrowDex-Collagen,1,2,3,1.0,1,3.5,179.71909472713128,5.171210826489879e-05,0.3109936946106539,0.5168489405152118,-144.65982736961018,-0.0054257340770137,26.07240492088609,1.1867388407389324e-05,0.9443782810105734,0.0487186478571057,26.51877656243814,2.3830288461538465,0.0018482533925589,0.0056259960707427,0.0025609446916887,0.000146460789674,23.70911040048598,165.48311298223294,29.61326293732978,0.5690733135876493
220302,0.05,0.45/2,GrowDex-Collagen,1,2,3,1.0,2,3.5,185.7882777993878,0.0003352947289492,0.0770200603752037,0.3177339318514791,129.41706365427837,-0.001163823739475,196.0307385826109,1.5634766760326567e-05,0.6366812676999312,0.0365468290118812,28.73374431624333,2.3830288461538465,0.001392348379458,0.0179040234308883,0.0019211254469779,0.0001098694365133,351.12841177094106,287.06261504216434,18.20481330318707,0.3437112423286415
220302,0.05,0.45/2,GrowDex-Collagen,1,2,3,1.0,3,1.5,87.74206130892146,9.887363824650816e-05,0.0631669569831387,0.3576999167791431,30.232514917431217,-0.0005772004478343,90.06025295407976,9.30952380952381e-06,0.8489986699323249,0.0148342938799313,68.54619550766306,2.3830288461538465,0.0005658285506277,0.0095339294749743,0.0007797819167671,4.4595838141589656e-05,426.3388114401831,289.0001167967306,20.494695563625683,0.3781329677554169
220302,0.05,0.45/2,GrowDex-Collagen,1,2,3,1.0,4,3.0,171.0193170882425,5.795764046217126e-05,0.1689788746671861,0.5871916080675711,36.41950482183448,0.0070293905663592,106.64623682766148,1.7258690176873656e-05,0.9483351146444894,0.0309622065641376,41.77032720220127,2.3830288461538465,0.0011710557717647,0.0065199148504547,0.0016275607225065,9.30804276255616e-05,314.18903336822126,406.0337586570978,33.643600907771805,0.6705044536861842
